old_path,new_path,relationship,recommended_action,scientific_importance,validation_status,migration_priority
backends/aer_backend.py,backends/aer_backend.py,Identical,KEEP NEW,Core Production Baseline,Verified,LOW
backends/fake_ibm_backend.py,backends/fake_ibm_backend.py,Identical,KEEP NEW,Core Production Baseline,Verified,LOW
backends/ibm_backend.py,N/A (Root Research Artifact),Root Milestone Report / CSV Audit / Shell Runner,ARCHIVE in research-history / Reference in thesis,High (Milestone Proofs & Phase Summaries),Phase Evidence,MEDIUM
backends/select_backend.py,backends/select_backend.py,Identical,KEEP NEW,Core Production Baseline,Verified,LOW
baseline/classical_validated/CLASSICAL_STAGE_AUDIT.md,N/A (Root Research Artifact),Root Milestone Report / CSV Audit / Shell Runner,ARCHIVE in research-history / Reference in thesis,High (Milestone Proofs & Phase Summaries),Phase Evidence,MEDIUM
baseline/classical_validated/FINAL_THESIS_QLBM_REPORT.md,N/A (Root Research Artifact),Root Milestone Report / CSV Audit / Shell Runner,ARCHIVE in research-history / Reference in thesis,High (Milestone Proofs & Phase Summaries),Phase Evidence,MEDIUM
baseline/classical_validated/INDEPENDENT_AUDIT.md,N/A (Root Research Artifact),Root Milestone Report / CSV Audit / Shell Runner,ARCHIVE in research-history / Reference in thesis,High (Milestone Proofs & Phase Summaries),Phase Evidence,MEDIUM
baseline/classical_validated/LEVEL_1_2_VALIDATION_REPORT.md,N/A (Root Research Artifact),Root Milestone Report / CSV Audit / Shell Runner,ARCHIVE in research-history / Reference in thesis,High (Milestone Proofs & Phase Summaries),Phase Evidence,MEDIUM
baseline/classical_validated/LEVEL_3_4_MATRIX_REPORT.md,N/A (Root Research Artifact),Root Milestone Report / CSV Audit / Shell Runner,ARCHIVE in research-history / Reference in thesis,High (Milestone Proofs & Phase Summaries),Phase Evidence,MEDIUM
baseline/classical_validated/LEVEL_5_6_7_QUANTUM_REPORT.md,N/A (Root Research Artifact),Root Milestone Report / CSV Audit / Shell Runner,ARCHIVE in research-history / Reference in thesis,High (Milestone Proofs & Phase Summaries),Phase Evidence,MEDIUM
baseline/classical_validated/README.md,N/A (Root Research Artifact),Root Milestone Report / CSV Audit / Shell Runner,ARCHIVE in research-history / Reference in thesis,High (Milestone Proofs & Phase Summaries),Phase Evidence,MEDIUM
baseline/classical_validated/classical_two_phase_validation.md,N/A (Root Research Artifact),Root Milestone Report / CSV Audit / Shell Runner,ARCHIVE in research-history / Reference in thesis,High (Milestone Proofs & Phase Summaries),Phase Evidence,MEDIUM
baseline/classical_validated/dam_break_sim.py,N/A (Root Research Artifact),Root Milestone Report / CSV Audit / Shell Runner,ARCHIVE in research-history / Reference in thesis,High (Milestone Proofs & Phase Summaries),Phase Evidence,MEDIUM
baseline/classical_validated/forcing.py,N/A (Root Research Artifact),Root Milestone Report / CSV Audit / Shell Runner,ARCHIVE in research-history / Reference in thesis,High (Milestone Proofs & Phase Summaries),Phase Evidence,MEDIUM
baseline/classical_validated/matrix_two_phase_lbm.py,N/A (Root Research Artifact),Root Milestone Report / CSV Audit / Shell Runner,ARCHIVE in research-history / Reference in thesis,High (Milestone Proofs & Phase Summaries),Phase Evidence,MEDIUM
baseline/classical_validated/parameter_sensitivity_study.md,N/A (Root Research Artifact),Root Milestone Report / CSV Audit / Shell Runner,ARCHIVE in research-history / Reference in thesis,High (Milestone Proofs & Phase Summaries),Phase Evidence,MEDIUM
baseline/classical_validated/phase_field.py,N/A (Root Research Artifact),Root Milestone Report / CSV Audit / Shell Runner,ARCHIVE in research-history / Reference in thesis,High (Milestone Proofs & Phase Summaries),Phase Evidence,MEDIUM
baseline/classical_validated/run_and_validate.py,N/A (Root Research Artifact),Root Milestone Report / CSV Audit / Shell Runner,ARCHIVE in research-history / Reference in thesis,High (Milestone Proofs & Phase Summaries),Phase Evidence,MEDIUM
baseline/classical_validated/two_phase_lbm.py,N/A (Root Research Artifact),Root Milestone Report / CSV Audit / Shell Runner,ARCHIVE in research-history / Reference in thesis,High (Milestone Proofs & Phase Summaries),Phase Evidence,MEDIUM
baseline/classical_validated/two_phase_physics.py,N/A (Root Research Artifact),Root Milestone Report / CSV Audit / Shell Runner,ARCHIVE in research-history / Reference in thesis,High (Milestone Proofs & Phase Summaries),Phase Evidence,MEDIUM
baseline/classical_validated/verify_matrix_equivalence.py,N/A (Root Research Artifact),Root Milestone Report / CSV Audit / Shell Runner,ARCHIVE in research-history / Reference in thesis,High (Milestone Proofs & Phase Summaries),Phase Evidence,MEDIUM
carleman/linearize.py,quantum/two_phase_carleman.py & quantum/carleman_quantum.py,Early Carleman Truncation & Linearization Package,ARCHIVE in research-history,Subsumed in quantum/carleman_quantum.py,Superseded,LOW
carleman/operator.py,quantum/two_phase_carleman.py & quantum/carleman_quantum.py,Early Carleman Truncation & Linearization Package,ARCHIVE in research-history,Subsumed in quantum/carleman_quantum.py,Superseded,LOW
carleman/truncation.py,quantum/two_phase_carleman.py & quantum/carleman_quantum.py,Early Carleman Truncation & Linearization Package,ARCHIVE in research-history,Subsumed in quantum/carleman_quantum.py,Superseded,LOW
carleman/validation.py,quantum/two_phase_carleman.py & quantum/carleman_quantum.py,Early Carleman Truncation & Linearization Package,ARCHIVE in research-history,Subsumed in quantum/carleman_quantum.py,Superseded,LOW
classical/baseline_v0_simplified/dam_break_sim.py,classical/reference_solver.py,Subsumed into classical/reference_solver.py and two_phase.py,ARCHIVE in research-history,Historical Development,Superseded by verified reference_solver,LOW
classical/baseline_v0_simplified/matrix_two_phase_lbm.py,classical/reference_solver.py,Subsumed into classical/reference_solver.py and two_phase.py,ARCHIVE in research-history,Historical Development,Superseded by verified reference_solver,LOW
classical/baseline_v0_simplified/run_and_validate.py,N/A,OLD-only Classical Script,ARCHIVE in research-history,Historical Testing,Historical,LOW
classical/baseline_v0_simplified/two_phase_lbm.py,classical/reference_solver.py,Subsumed into classical/reference_solver.py and two_phase.py,ARCHIVE in research-history,Historical Development,Superseded by verified reference_solver,LOW
classical/baseline_v0_simplified/verify_matrix_equivalence.py,N/A,OLD-only Classical Script,ARCHIVE in research-history,Historical Testing,Historical,LOW
classical/boundary.py,classical/boundary.py,Identical,KEEP NEW,Core Production Baseline,Verified,LOW
classical/collision.py,classical/reference_solver.py,Subsumed into classical/reference_solver.py and two_phase.py,ARCHIVE in research-history,Historical Development,Superseded by verified reference_solver,LOW
classical/d2q9.py,classical/d2q9.py,Identical,KEEP NEW,Core Production Baseline,Verified,LOW
classical/dam_break_sim.py,classical/reference_solver.py,Subsumed into classical/reference_solver.py and two_phase.py,ARCHIVE in research-history,Historical Development,Superseded by verified reference_solver,LOW
classical/dambreak.py,N/A,OLD-only Classical Script,ARCHIVE in research-history,Historical Testing,Historical,LOW
classical/equilibrium.py,classical/equilibrium.py,Modified / Enhanced in NEW,KEEP NEW (Production Corrected),High (Production Corrected),Verified in NEW,LOW
classical/forcing.py,classical/reference_solver.py,Subsumed into classical/reference_solver.py and two_phase.py,ARCHIVE in research-history,Historical Development,Superseded by verified reference_solver,LOW
classical/matrix_two_phase_lbm.py,classical/reference_solver.py,Subsumed into classical/reference_solver.py and two_phase.py,ARCHIVE in research-history,Historical Development,Superseded by verified reference_solver,LOW
classical/phase_field.py,classical/reference_solver.py,Subsumed into classical/reference_solver.py and two_phase.py,ARCHIVE in research-history,Historical Development,Superseded by verified reference_solver,LOW
classical/reference_solver.py,classical/reference_solver.py,Modified / Enhanced in NEW,KEEP NEW (Production Corrected),High (Production Corrected),Verified in NEW,LOW
classical/run_and_validate.py,N/A,OLD-only Classical Script,ARCHIVE in research-history,Historical Testing,Historical,LOW
classical/streaming.py,classical/streaming.py,Identical,KEEP NEW,Core Production Baseline,Verified,LOW
classical/two_phase.py,classical/two_phase.py,Identical,KEEP NEW,Core Production Baseline,Verified,LOW
classical/two_phase_lbm.py,classical/reference_solver.py,Subsumed into classical/reference_solver.py and two_phase.py,ARCHIVE in research-history,Historical Development,Superseded by verified reference_solver,LOW
classical/two_phase_physics.py,classical/reference_solver.py,Subsumed into classical/reference_solver.py and two_phase.py,ARCHIVE in research-history,Historical Development,Superseded by verified reference_solver,LOW
classical/verify_matrix_equivalence.py,N/A,OLD-only Classical Script,ARCHIVE in research-history,Historical Testing,Historical,LOW
docs/DAM_BREAK_BENCHMARK.md,N/A (Historical Documentation),"Research Reports, Figures, and Verification Audits",ARCHIVE in research-history / Reference in docs/,High (Thesis Evidence & Forensic Audits),Historical Phase Evidence,MEDIUM
docs/TWO_PHASE_EQUATIONS.md,N/A (Historical Documentation),"Research Reports, Figures, and Verification Audits",ARCHIVE in research-history / Reference in docs/,High (Thesis Evidence & Forensic Audits),Historical Phase Evidence,MEDIUM
environment.yml,N/A (Root Research Artifact),Root Milestone Report / CSV Audit / Shell Runner,ARCHIVE in research-history / Reference in thesis,High (Milestone Proofs & Phase Summaries),Phase Evidence,MEDIUM
environment_report.json,N/A (Root Research Artifact),Root Milestone Report / CSV Audit / Shell Runner,ARCHIVE in research-history / Reference in thesis,High (Milestone Proofs & Phase Summaries),Phase Evidence,MEDIUM
equations/QUANTUM_STATE_ENCODING.md,N/A (Root Research Artifact),Root Milestone Report / CSV Audit / Shell Runner,ARCHIVE in research-history / Reference in thesis,High (Milestone Proofs & Phase Summaries),Phase Evidence,MEDIUM
equations/classical_lbm.md,N/A (Root Research Artifact),Root Milestone Report / CSV Audit / Shell Runner,ARCHIVE in research-history / Reference in thesis,High (Milestone Proofs & Phase Summaries),Phase Evidence,MEDIUM
equations/dam_break.md,N/A (Root Research Artifact),Root Milestone Report / CSV Audit / Shell Runner,ARCHIVE in research-history / Reference in thesis,High (Milestone Proofs & Phase Summaries),Phase Evidence,MEDIUM
equations/discrete_two_phase_lbm.md,N/A (Root Research Artifact),Root Milestone Report / CSV Audit / Shell Runner,ARCHIVE in research-history / Reference in thesis,High (Milestone Proofs & Phase Summaries),Phase Evidence,MEDIUM
equations/phase_field.md,N/A (Root Research Artifact),Root Milestone Report / CSV Audit / Shell Runner,ARCHIVE in research-history / Reference in thesis,High (Milestone Proofs & Phase Summaries),Phase Evidence,MEDIUM
equations/qlbm.md,N/A (Root Research Artifact),Root Milestone Report / CSV Audit / Shell Runner,ARCHIVE in research-history / Reference in thesis,High (Milestone Proofs & Phase Summaries),Phase Evidence,MEDIUM
equations/two_phase_model.md,N/A (Root Research Artifact),Root Milestone Report / CSV Audit / Shell Runner,ARCHIVE in research-history / Reference in thesis,High (Milestone Proofs & Phase Summaries),Phase Evidence,MEDIUM
equations/two_phase_physics_complete.md,N/A (Root Research Artifact),Root Milestone Report / CSV Audit / Shell Runner,ARCHIVE in research-history / Reference in thesis,High (Milestone Proofs & Phase Summaries),Phase Evidence,MEDIUM
knowledge/MASTER_SYNTHESIS_TWO_PHASE_QLBM.md,N/A (Root Research Artifact),Root Milestone Report / CSV Audit / Shell Runner,ARCHIVE in research-history / Reference in thesis,High (Milestone Proofs & Phase Summaries),Phase Evidence,MEDIUM
knowledge/SELECTED_TWO_PHASE_FORMULATION.md,N/A (Root Research Artifact),Root Milestone Report / CSV Audit / Shell Runner,ARCHIVE in research-history / Reference in thesis,High (Milestone Proofs & Phase Summaries),Phase Evidence,MEDIUM
knowledge/paper_01_jennings2025_psiquantum_airbus.md,N/A (Root Research Artifact),Root Milestone Report / CSV Audit / Shell Runner,ARCHIVE in research-history / Reference in thesis,High (Milestone Proofs & Phase Summaries),Phase Evidence,MEDIUM
knowledge/paper_02_ueno2026_qunasys_carleman_obstacle.md,N/A (Root Research Artifact),Root Milestone Report / CSV Audit / Shell Runner,ARCHIVE in research-history / Reference in thesis,High (Milestone Proofs & Phase Summaries),Phase Evidence,MEDIUM
knowledge/paper_03_xiao2026_fractional_step_qlbm.md,N/A (Root Research Artifact),Root Milestone Report / CSV Audit / Shell Runner,ARCHIVE in research-history / Reference in thesis,High (Milestone Proofs & Phase Summaries),Phase Evidence,MEDIUM
knowledge/paper_04_lacatus2025_surrogate_circuits_bgk.md,N/A (Root Research Artifact),Root Milestone Report / CSV Audit / Shell Runner,ARCHIVE in research-history / Reference in thesis,High (Milestone Proofs & Phase Summaries),Phase Evidence,MEDIUM
knowledge/paper_05_nagel2025_dlr_advection_diffusion_multistep.md,N/A (Root Research Artifact),Root Milestone Report / CSV Audit / Shell Runner,ARCHIVE in research-history / Reference in thesis,High (Milestone Proofs & Phase Summaries),Phase Evidence,MEDIUM
mappings/BLOCK_ENCODING_DESIGN.md,N/A (Root Research Artifact),Root Milestone Report / CSV Audit / Shell Runner,ARCHIVE in research-history / Reference in thesis,High (Milestone Proofs & Phase Summaries),Phase Evidence,MEDIUM
mappings/COMPLETE_POLYNOMIAL_DEGREE_AUDIT.md,N/A (Root Research Artifact),Root Milestone Report / CSV Audit / Shell Runner,ARCHIVE in research-history / Reference in thesis,High (Milestone Proofs & Phase Summaries),Phase Evidence,MEDIUM
mappings/NONLINEARITY_AUDIT.md,N/A (Root Research Artifact),Root Milestone Report / CSV Audit / Shell Runner,ARCHIVE in research-history / Reference in thesis,High (Milestone Proofs & Phase Summaries),Phase Evidence,MEDIUM
mappings/carleman.md,N/A (Root Research Artifact),Root Milestone Report / CSV Audit / Shell Runner,ARCHIVE in research-history / Reference in thesis,High (Milestone Proofs & Phase Summaries),Phase Evidence,MEDIUM
mappings/classical_to_matrix.md,N/A (Root Research Artifact),Root Milestone Report / CSV Audit / Shell Runner,ARCHIVE in research-history / Reference in thesis,High (Milestone Proofs & Phase Summaries),Phase Evidence,MEDIUM
mappings/nonlinear_terms.md,N/A (Root Research Artifact),Root Milestone Report / CSV Audit / Shell Runner,ARCHIVE in research-history / Reference in thesis,High (Milestone Proofs & Phase Summaries),Phase Evidence,MEDIUM
mappings/quantum_encoding.md,N/A (Root Research Artifact),Root Milestone Report / CSV Audit / Shell Runner,ARCHIVE in research-history / Reference in thesis,High (Milestone Proofs & Phase Summaries),Phase Evidence,MEDIUM
papers/2507.12256v2_copy.pdf,N/A (Root Research Artifact),Root Milestone Report / CSV Audit / Shell Runner,ARCHIVE in research-history / Reference in thesis,High (Milestone Proofs & Phase Summaries),Phase Evidence,MEDIUM
papers/2510.05965v1_copy.pdf,N/A (Root Research Artifact),Root Milestone Report / CSV Audit / Shell Runner,ARCHIVE in research-history / Reference in thesis,High (Milestone Proofs & Phase Summaries),Phase Evidence,MEDIUM
papers/2512.05781v1_copy.pdf,N/A (Root Research Artifact),Root Milestone Report / CSV Audit / Shell Runner,ARCHIVE in research-history / Reference in thesis,High (Milestone Proofs & Phase Summaries),Phase Evidence,MEDIUM
papers/2603.00558v1_copy.pdf,N/A (Root Research Artifact),Root Milestone Report / CSV Audit / Shell Runner,ARCHIVE in research-history / Reference in thesis,High (Milestone Proofs & Phase Summaries),Phase Evidence,MEDIUM
papers/2605.28135v1_copy.pdf,N/A (Root Research Artifact),Root Milestone Report / CSV Audit / Shell Runner,ARCHIVE in research-history / Reference in thesis,High (Milestone Proofs & Phase Summaries),Phase Evidence,MEDIUM
papers/quantum/jennings2025_psiquantum_airbus_nontrivial_flows.pdf,N/A (Root Research Artifact),Root Milestone Report / CSV Audit / Shell Runner,ARCHIVE in research-history / Reference in thesis,High (Milestone Proofs & Phase Summaries),Phase Evidence,MEDIUM
papers/quantum/lacatus2025_surrogate_quantum_circuits_bgk.pdf,N/A (Root Research Artifact),Root Milestone Report / CSV Audit / Shell Runner,ARCHIVE in research-history / Reference in thesis,High (Milestone Proofs & Phase Summaries),Phase Evidence,MEDIUM
papers/quantum/nagel2025_dlr_advection_diffusion_multistep.pdf,N/A (Root Research Artifact),Root Milestone Report / CSV Audit / Shell Runner,ARCHIVE in research-history / Reference in thesis,High (Milestone Proofs & Phase Summaries),Phase Evidence,MEDIUM
papers/quantum/ueno2026_qunasys_carleman_obstacle_flow.pdf,N/A (Root Research Artifact),Root Milestone Report / CSV Audit / Shell Runner,ARCHIVE in research-history / Reference in thesis,High (Milestone Proofs & Phase Summaries),Phase Evidence,MEDIUM
papers/quantum/xiao2026_fractional_step_qlbm.pdf,N/A (Root Research Artifact),Root Milestone Report / CSV Audit / Shell Runner,ARCHIVE in research-history / Reference in thesis,High (Milestone Proofs & Phase Summaries),Phase Evidence,MEDIUM
phase10_final_status.json,N/A (Root Research Artifact),Root Milestone Report / CSV Audit / Shell Runner,ARCHIVE in research-history / Reference in thesis,High (Milestone Proofs & Phase Summaries),Phase Evidence,MEDIUM
phase11_baseline_hashes.json,N/A (Root Research Artifact),Root Milestone Report / CSV Audit / Shell Runner,ARCHIVE in research-history / Reference in thesis,High (Milestone Proofs & Phase Summaries),Phase Evidence,MEDIUM
